,,,,,,,,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES ("
910,1,11,17,27,35,39,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (910,1,11,17,27,35,39,39, current_timestamp);"
909,7,24,29,30,34,35,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (909,7,24,29,30,34,35,35, current_timestamp);"
908,3,16,21,22,23,44,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (908,3,16,21,22,23,44,44, current_timestamp);"
907,21,27,29,38,40,44,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (907,21,27,29,38,40,44,44, current_timestamp);"
906,2,5,14,28,31,32,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (906,2,5,14,28,31,32,32, current_timestamp);"
905,3,4,16,27,38,40,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (905,3,4,16,27,38,40,40, current_timestamp);"
904,2,6,8,26,43,45,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (904,2,6,8,26,43,45,45, current_timestamp);"
903,2,15,16,21,22,28,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (903,2,15,16,21,22,28,28, current_timestamp);"
902,7,19,23,24,36,39,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (902,7,19,23,24,36,39,39, current_timestamp);"
901,5,18,20,23,30,34,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (901,5,18,20,23,30,34,34, current_timestamp);"
900,7,13,16,18,35,38,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (900,7,13,16,18,35,38,38, current_timestamp);"
899,8,19,20,21,33,39,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (899,8,19,20,21,33,39,39, current_timestamp);"
898,18,21,28,35,37,42,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (898,18,21,28,35,37,42,42, current_timestamp);"
897,6,7,12,22,26,36,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (897,6,7,12,22,26,36,36, current_timestamp);"
896,5,12,25,26,38,45,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (896,5,12,25,26,38,45,45, current_timestamp);"
895,16,26,31,38,39,41,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (895,16,26,31,38,39,41,41, current_timestamp);"
894,19,32,37,40,41,43,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (894,19,32,37,40,41,43,43, current_timestamp);"
893,1,15,17,23,25,41,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (893,1,15,17,23,25,41,41, current_timestamp);"
892,4,9,17,18,26,42,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (892,4,9,17,18,26,42,42, current_timestamp);"
891,9,13,28,31,39,41,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (891,9,13,28,31,39,41,41, current_timestamp);"
890,1,4,14,18,29,37,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (890,1,4,14,18,29,37,37, current_timestamp);"
889,3,13,29,38,39,42,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (889,3,13,29,38,39,42,42, current_timestamp);"
888,3,7,12,31,34,38,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (888,3,7,12,31,34,38,38, current_timestamp);"
887,8,14,17,27,36,45,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (887,8,14,17,27,36,45,45, current_timestamp);"
886,19,23,28,37,42,45,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (886,19,23,28,37,42,45,45, current_timestamp);"
885,1,3,24,27,39,45,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (885,1,3,24,27,39,45,45, current_timestamp);"
884,4,14,23,28,37,45,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (884,4,14,23,28,37,45,45, current_timestamp);"
883,9,18,32,33,37,44,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (883,9,18,32,33,37,44,44, current_timestamp);"
882,18,34,39,43,44,45,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (882,18,34,39,43,44,45,45, current_timestamp);"
881,4,18,20,26,27,32,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (881,4,18,20,26,27,32,32, current_timestamp);"
880,7,17,19,23,24,45,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (880,7,17,19,23,24,45,45, current_timestamp);"
879,1,4,10,14,15,35,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (879,1,4,10,14,15,35,35, current_timestamp);"
878,2,6,11,16,25,31,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (878,2,6,11,16,25,31,31, current_timestamp);"
877,5,17,18,22,23,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (877,5,17,18,22,23,43,43, current_timestamp);"
876,5,16,21,26,34,42,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (876,5,16,21,26,34,42,42, current_timestamp);"
875,19,22,30,34,39,44,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (875,19,22,30,34,39,44,44, current_timestamp);"
874,1,15,19,23,28,42,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (874,1,15,19,23,28,42,42, current_timestamp);"
873,3,5,12,13,33,39,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (873,3,5,12,13,33,39,39, current_timestamp);"
872,2,4,30,32,33,43,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (872,2,4,30,32,33,43,43, current_timestamp);"
871,2,6,12,26,30,34,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (871,2,6,12,26,30,34,34, current_timestamp);"
870,21,25,30,32,40,42,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (870,21,25,30,32,40,42,42, current_timestamp);"
869,2,6,20,27,37,39,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (869,2,6,20,27,37,39,39, current_timestamp);"
868,12,17,28,41,43,44,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (868,12,17,28,41,43,44,44, current_timestamp);"
867,14,17,19,22,24,40,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (867,14,17,19,22,24,40,40, current_timestamp);"
866,9,15,29,34,37,39,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (866,9,15,29,34,37,39,39, current_timestamp);"
865,3,15,22,32,33,45,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (865,3,15,22,32,33,45,45, current_timestamp);"
864,3,7,10,13,25,36,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (864,3,7,10,13,25,36,36, current_timestamp);"
863,16,21,28,35,39,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (863,16,21,28,35,39,43,43, current_timestamp);"
862,10,34,38,40,42,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (862,10,34,38,40,42,43,43, current_timestamp);"
861,11,17,19,21,22,25,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (861,11,17,19,21,22,25,25, current_timestamp);"
860,4,8,18,25,27,32,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (860,4,8,18,25,27,32,32, current_timestamp);"
859,8,22,35,38,39,41,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (859,8,22,35,38,39,41,41, current_timestamp);"
858,9,13,32,38,39,43,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (858,9,13,32,38,39,43,43, current_timestamp);"
857,6,10,16,28,34,38,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (857,6,10,16,28,34,38,38, current_timestamp);"
856,10,24,40,41,43,44,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (856,10,24,40,41,43,44,44, current_timestamp);"
855,8,15,17,19,43,44,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (855,8,15,17,19,43,44,44, current_timestamp);"
854,20,25,31,32,36,43,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (854,20,25,31,32,36,43,43, current_timestamp);"
853,2,8,23,26,27,44,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (853,2,8,23,26,27,44,44, current_timestamp);"
852,11,17,28,30,33,35,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (852,11,17,28,30,33,35,35, current_timestamp);"
851,14,18,22,26,31,44,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (851,14,18,22,26,31,44,44, current_timestamp);"
850,16,20,24,28,36,39,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (850,16,20,24,28,36,39,39, current_timestamp);"
849,5,13,17,29,34,39,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (849,5,13,17,29,34,39,39, current_timestamp);"
848,1,2,16,22,38,39,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (848,1,2,16,22,38,39,39, current_timestamp);"
847,12,16,26,28,30,42,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (847,12,16,26,28,30,42,42, current_timestamp);"
846,5,18,30,41,43,45,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (846,5,18,30,41,43,45,45, current_timestamp);"
845,1,16,29,33,40,45,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (845,1,16,29,33,40,45,45, current_timestamp);"
844,7,8,13,15,33,45,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (844,7,8,13,15,33,45,45, current_timestamp);"
843,19,21,30,33,34,42,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (843,19,21,30,33,34,42,42, current_timestamp);"
842,14,26,32,36,39,42,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (842,14,26,32,36,39,42,42, current_timestamp);"
841,5,11,14,30,33,38,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (841,5,11,14,30,33,38,38, current_timestamp);"
840,2,4,11,28,29,43,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (840,2,4,11,28,29,43,43, current_timestamp);"
839,3,9,11,12,13,19,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (839,3,9,11,12,13,19,19, current_timestamp);"
838,9,14,17,33,36,38,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (838,9,14,17,33,36,38,38, current_timestamp);"
837,2,25,28,30,33,45,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (837,2,25,28,30,33,45,45, current_timestamp);"
836,1,9,11,14,26,28,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (836,1,9,11,14,26,28,28, current_timestamp);"
835,9,10,13,28,38,45,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (835,9,10,13,28,38,45,45, current_timestamp);"
834,6,8,18,35,42,43,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (834,6,8,18,35,42,43,43, current_timestamp);"
833,12,18,30,39,41,42,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (833,12,18,30,39,41,42,42, current_timestamp);"
832,13,14,19,26,40,43,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (832,13,14,19,26,40,43,43, current_timestamp);"
831,3,10,16,19,31,39,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (831,3,10,16,19,31,39,39, current_timestamp);"
830,5,6,16,18,37,38,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (830,5,6,16,18,37,38,38, current_timestamp);"
829,4,5,31,35,43,45,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (829,4,5,31,35,43,45,45, current_timestamp);"
828,4,7,13,29,31,39,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (828,4,7,13,29,31,39,39, current_timestamp);"
827,5,11,12,29,33,44,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (827,5,11,12,29,33,44,44, current_timestamp);"
826,13,16,24,25,33,36,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (826,13,16,24,25,33,36,36, current_timestamp);"
825,8,15,21,31,33,38,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (825,8,15,21,31,33,38,38, current_timestamp);"
824,7,9,24,29,34,38,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (824,7,9,24,29,34,38,38, current_timestamp);"
823,12,18,24,26,39,40,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (823,12,18,24,26,39,40,40, current_timestamp);"
822,9,18,20,24,27,36,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (822,9,18,20,24,27,36,36, current_timestamp);"
821,1,12,13,24,29,44,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (821,1,12,13,24,29,44,44, current_timestamp);"
820,10,21,22,30,35,42,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (820,10,21,22,30,35,42,42, current_timestamp);"
819,16,25,33,38,40,45,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (819,16,25,33,38,40,45,45, current_timestamp);"
818,14,15,25,28,29,30,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (818,14,15,25,28,29,30,30, current_timestamp);"
817,3,9,12,13,25,43,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (817,3,9,12,13,25,43,43, current_timestamp);"
816,12,18,19,29,31,39,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (816,12,18,19,29,31,39,39, current_timestamp);"
815,17,21,25,26,27,36,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (815,17,21,25,26,27,36,36, current_timestamp);"
814,2,21,28,38,42,45,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (814,2,21,28,38,42,45,45, current_timestamp);"
813,11,30,34,35,42,44,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (813,11,30,34,35,42,44,44, current_timestamp);"
812,1,3,12,14,16,43,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (812,1,3,12,14,16,43,43, current_timestamp);"
811,8,11,19,21,36,45,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (811,8,11,19,21,36,45,45, current_timestamp);"
810,5,10,13,21,39,43,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (810,5,10,13,21,39,43,43, current_timestamp);"
809,6,11,15,17,23,40,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (809,6,11,15,17,23,40,40, current_timestamp);"
808,15,21,31,32,41,43,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (808,15,21,31,32,41,43,43, current_timestamp);"
807,6,10,18,25,34,35,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (807,6,10,18,25,34,35,35, current_timestamp);"
806,14,20,23,31,37,38,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (806,14,20,23,31,37,38,38, current_timestamp);"
805,3,12,13,18,31,32,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (805,3,12,13,18,31,32,32, current_timestamp);"
804,1,10,13,26,32,36,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (804,1,10,13,26,32,36,36, current_timestamp);"
803,5,9,14,26,30,43,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (803,5,9,14,26,30,43,43, current_timestamp);"
802,10,11,12,18,24,42,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (802,10,11,12,18,24,42,42, current_timestamp);"
801,17,25,28,37,43,44,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (801,17,25,28,37,43,44,44, current_timestamp);"
800,1,4,10,12,28,45,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (800,1,4,10,12,28,45,45, current_timestamp);"
799,12,17,23,34,42,45,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (799,12,17,23,34,42,45,45, current_timestamp);"
798,2,10,14,22,32,36,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (798,2,10,14,22,32,36,36, current_timestamp);"
797,5,22,31,32,39,45,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (797,5,22,31,32,39,45,45, current_timestamp);"
796,1,21,26,36,40,41,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (796,1,21,26,36,40,41,41, current_timestamp);"
795,3,10,13,26,34,38,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (795,3,10,13,26,34,38,38, current_timestamp);"
794,6,7,18,19,30,38,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (794,6,7,18,19,30,38,38, current_timestamp);"
793,10,15,21,35,38,43,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (793,10,15,21,35,38,43,43, current_timestamp);"
792,2,7,19,25,29,36,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (792,2,7,19,25,29,36,36, current_timestamp);"
791,2,10,12,31,33,42,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (791,2,10,12,31,33,42,42, current_timestamp);"
790,3,8,19,27,30,41,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (790,3,8,19,27,30,41,41, current_timestamp);"
789,2,6,7,12,19,45,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (789,2,6,7,12,19,45,45, current_timestamp);"
788,2,10,11,19,35,39,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (788,2,10,11,19,35,39,39, current_timestamp);"
787,5,6,13,16,27,28,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (787,5,6,13,16,27,28,28, current_timestamp);"
786,12,15,16,20,24,30,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (786,12,15,16,20,24,30,30, current_timestamp);"
785,4,6,15,25,26,33,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (785,4,6,15,25,26,33,33, current_timestamp);"
784,3,10,23,24,31,39,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (784,3,10,23,24,31,39,39, current_timestamp);"
783,14,15,16,17,38,45,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (783,14,15,16,17,38,45,45, current_timestamp);"
782,6,18,31,34,38,45,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (782,6,18,31,34,38,45,45, current_timestamp);"
781,11,16,18,19,24,39,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (781,11,16,18,19,24,39,39, current_timestamp);"
780,15,17,19,21,27,45,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (780,15,17,19,21,27,45,45, current_timestamp);"
779,6,12,19,24,34,41,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (779,6,12,19,24,34,41,41, current_timestamp);"
778,6,21,35,36,37,41,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (778,6,21,35,36,37,41,41, current_timestamp);"
777,6,12,17,21,34,37,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (777,6,12,17,21,34,37,37, current_timestamp);"
776,8,9,18,21,28,40,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (776,8,9,18,21,28,40,40, current_timestamp);"
775,11,12,29,33,38,42,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (775,11,12,29,33,38,42,42, current_timestamp);"
774,12,15,18,28,34,42,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (774,12,15,18,28,34,42,42, current_timestamp);"
773,8,12,19,21,31,35,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (773,8,12,19,21,31,35,35, current_timestamp);"
772,5,6,11,14,21,41,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (772,5,6,11,14,21,41,41, current_timestamp);"
771,6,10,17,18,21,29,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (771,6,10,17,18,21,29,29, current_timestamp);"
770,1,9,12,23,39,43,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (770,1,9,12,23,39,43,43, current_timestamp);"
769,5,7,11,16,41,45,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (769,5,7,11,16,41,45,45, current_timestamp);"
768,7,27,29,30,38,44,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (768,7,27,29,30,38,44,44, current_timestamp);"
767,5,15,20,31,34,42,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (767,5,15,20,31,34,42,42, current_timestamp);"
766,9,30,34,35,39,41,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (766,9,30,34,35,39,41,41, current_timestamp);"
765,1,3,8,12,42,43,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (765,1,3,8,12,42,43,43, current_timestamp);"
764,7,22,24,31,34,36,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (764,7,22,24,31,34,36,36, current_timestamp);"
763,3,8,16,32,34,43,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (763,3,8,16,32,34,43,43, current_timestamp);"
762,1,3,12,21,26,41,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (762,1,3,12,21,26,41,41, current_timestamp);"
761,4,7,11,24,42,45,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (761,4,7,11,24,42,45,45, current_timestamp);"
760,10,22,27,31,42,43,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (760,10,22,27,31,42,43,43, current_timestamp);"
759,9,33,36,40,42,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (759,9,33,36,40,42,43,43, current_timestamp);"
758,5,9,12,30,39,43,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (758,5,9,12,30,39,43,43, current_timestamp);"
757,6,7,11,17,33,44,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (757,6,7,11,17,33,44,44, current_timestamp);"
