,,,,,,,,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES ("
140,3,13,17,18,19,28,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (140,3,13,17,18,19,28,28, current_timestamp);"
139,9,11,15,20,28,43,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (139,9,11,15,20,28,43,43, current_timestamp);"
138,10,11,27,28,37,39,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (138,10,11,27,28,37,39,39, current_timestamp);"
137,7,9,20,25,36,39,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (137,7,9,20,25,36,39,39, current_timestamp);"
136,2,16,30,36,41,42,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (136,2,16,30,36,41,42,42, current_timestamp);"
135,6,14,22,28,35,39,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (135,6,14,22,28,35,39,39, current_timestamp);"
134,3,12,20,23,31,35,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (134,3,12,20,23,31,35,35, current_timestamp);"
133,4,7,15,18,23,26,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (133,4,7,15,18,23,26,26, current_timestamp);"
132,3,17,23,34,41,45,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (132,3,17,23,34,41,45,45, current_timestamp);"
131,8,10,11,14,15,21,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (131,8,10,11,14,15,21,21, current_timestamp);"
130,7,19,24,27,42,45,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (130,7,19,24,27,42,45,45, current_timestamp);"
129,19,23,25,28,38,42,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (129,19,23,25,28,38,42,42, current_timestamp);"
128,12,30,34,36,37,45,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (128,12,30,34,36,37,45,45, current_timestamp);"
127,3,5,10,29,32,43,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (127,3,5,10,29,32,43,43, current_timestamp);"
126,7,20,22,27,40,43,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (126,7,20,22,27,40,43,43, current_timestamp);"
125,2,8,32,33,35,36,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (125,2,8,32,33,35,36,36, current_timestamp);"
124,4,16,23,25,29,42,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (124,4,16,23,25,29,42,42, current_timestamp);"
123,7,17,18,28,30,45,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (123,7,17,18,28,30,45,45, current_timestamp);"
122,1,11,16,17,36,40,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (122,1,11,16,17,36,40,40, current_timestamp);"
121,12,28,30,34,38,43,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (121,12,28,30,34,38,43,43, current_timestamp);"
120,4,6,10,11,32,37,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (120,4,6,10,11,32,37,37, current_timestamp);"
119,3,11,13,14,17,21,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (119,3,11,13,14,17,21,21, current_timestamp);"
118,3,4,10,17,19,22,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (118,3,4,10,17,19,22,22, current_timestamp);"
117,5,10,22,34,36,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (117,5,10,22,34,36,44,44, current_timestamp);"
116,2,4,25,31,34,37,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (116,2,4,25,31,34,37,37, current_timestamp);"
115,1,2,6,9,25,28,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (115,1,2,6,9,25,28,28, current_timestamp);"
114,11,14,19,26,28,41,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (114,11,14,19,26,28,41,41, current_timestamp);"
113,4,9,28,33,36,45,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (113,4,9,28,33,36,45,45, current_timestamp);"
112,26,29,30,33,41,42,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (112,26,29,30,33,41,42,42, current_timestamp);"
111,7,18,31,33,36,40,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (111,7,18,31,33,36,40,40, current_timestamp);"
110,7,20,22,23,29,43,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (110,7,20,22,23,29,43,43, current_timestamp);"
109,1,5,34,36,42,44,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (109,1,5,34,36,42,44,44, current_timestamp);"
108,7,18,22,23,29,44,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (108,7,18,22,23,29,44,44, current_timestamp);"
107,1,4,5,6,9,31,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (107,1,4,5,6,9,31,31, current_timestamp);"
106,4,10,12,22,24,33,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (106,4,10,12,22,24,33,33, current_timestamp);"
105,8,10,20,34,41,45,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (105,8,10,20,34,41,45,45, current_timestamp);"
104,17,32,33,34,42,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (104,17,32,33,34,42,44,44, current_timestamp);"
103,5,14,15,27,30,45,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (103,5,14,15,27,30,45,45, current_timestamp);"
102,17,22,24,26,35,40,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (102,17,22,24,26,35,40,40, current_timestamp);"
101,1,3,17,32,35,45,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (101,1,3,17,32,35,45,45, current_timestamp);"
100,1,7,11,23,37,42,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (100,1,7,11,23,37,42,42, current_timestamp);"
99,1,3,10,27,29,37,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (99,1,3,10,27,29,37,37, current_timestamp);"
98,6,9,16,23,24,32,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (98,6,9,16,23,24,32,32, current_timestamp);"
97,6,7,14,15,20,36,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (97,6,7,14,15,20,36,36, current_timestamp);"
96,1,3,8,21,22,31,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (96,1,3,8,21,22,31,31, current_timestamp);"
95,8,17,27,31,34,43,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (95,8,17,27,31,34,43,43, current_timestamp);"
94,5,32,34,40,41,45,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (94,5,32,34,40,41,45,45, current_timestamp);"
93,6,22,24,36,38,44,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (93,6,22,24,36,38,44,44, current_timestamp);"
92,3,14,24,33,35,36,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (92,3,14,24,33,35,36,36, current_timestamp);"
91,1,21,24,26,29,42,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (91,1,21,24,26,29,42,42, current_timestamp);"
90,17,20,29,35,38,44,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (90,17,20,29,35,38,44,44, current_timestamp);"
89,4,26,28,29,33,40,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (89,4,26,28,29,33,40,40, current_timestamp);"
88,1,17,20,24,30,41,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (88,1,17,20,24,30,41,41, current_timestamp);"
87,4,12,16,23,34,43,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (87,4,12,16,23,34,43,43, current_timestamp);"
86,2,12,37,39,41,45,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (86,2,12,37,39,41,45,45, current_timestamp);"
85,6,8,13,23,31,36,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (85,6,8,13,23,31,36,36, current_timestamp);"
84,16,23,27,34,42,45,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (84,16,23,27,34,42,45,45, current_timestamp);"
83,6,10,15,17,19,34,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (83,6,10,15,17,19,34,34, current_timestamp);"
82,1,2,3,14,27,42,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (82,1,2,3,14,27,42,42, current_timestamp);"
81,5,7,11,13,20,33,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (81,5,7,11,13,20,33,33, current_timestamp);"
80,17,18,24,25,26,30,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (80,17,18,24,25,26,30,30, current_timestamp);"
79,3,12,24,27,30,32,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (79,3,12,24,27,30,32,32, current_timestamp);"
78,10,13,25,29,33,35,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (78,10,13,25,29,33,35,35, current_timestamp);"
77,2,18,29,32,43,44,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (77,2,18,29,32,43,44,44, current_timestamp);"
76,1,3,15,22,25,37,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (76,1,3,15,22,25,37,37, current_timestamp);"
75,2,5,24,32,34,44,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (75,2,5,24,32,34,44,44, current_timestamp);"
74,6,15,17,18,35,40,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (74,6,15,17,18,35,40,40, current_timestamp);"
73,3,12,18,32,40,43,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (73,3,12,18,32,40,43,43, current_timestamp);"
72,2,4,11,17,26,27,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (72,2,4,11,17,26,27,27, current_timestamp);"
71,5,9,12,16,29,41,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (71,5,9,12,16,29,41,41, current_timestamp);"
70,5,19,22,25,28,43,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (70,5,19,22,25,28,43,43, current_timestamp);"
69,5,8,14,15,19,39,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (69,5,8,14,15,19,39,39, current_timestamp);"
68,10,12,15,16,26,39,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (68,10,12,15,16,26,39,39, current_timestamp);"
67,3,7,10,15,36,38,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (67,3,7,10,15,36,38,38, current_timestamp);"
66,2,3,7,17,22,24,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (66,2,3,7,17,22,24,24, current_timestamp);"
65,4,25,33,36,40,43,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (65,4,25,33,36,40,43,43, current_timestamp);"
64,14,15,18,21,26,36,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (64,14,15,18,21,26,36,36, current_timestamp);"
63,3,20,23,36,38,40,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (63,3,20,23,36,38,40,40, current_timestamp);"
62,3,8,15,27,29,35,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (62,3,8,15,27,29,35,35, current_timestamp);"
61,14,15,19,30,38,43,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (61,14,15,19,30,38,43,43, current_timestamp);"
60,2,8,25,36,39,42,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (60,2,8,25,36,39,42,42, current_timestamp);"
59,6,29,36,39,41,45,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (59,6,29,36,39,41,45,45, current_timestamp);"
58,10,24,25,33,40,44,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (58,10,24,25,33,40,44,44, current_timestamp);"
57,7,10,16,25,29,44,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (57,7,10,16,25,29,44,44, current_timestamp);"
56,10,14,30,31,33,37,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (56,10,14,30,31,33,37,37, current_timestamp);"
55,17,21,31,37,40,44,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (55,17,21,31,37,40,44,44, current_timestamp);"
54,1,8,21,27,36,39,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (54,1,8,21,27,36,39,39, current_timestamp);"
53,7,8,14,32,33,39,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (53,7,8,14,32,33,39,39, current_timestamp);"
52,2,4,15,16,20,29,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (52,2,4,15,16,20,29,29, current_timestamp);"
51,2,3,11,16,26,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (51,2,3,11,16,26,44,44, current_timestamp);"
50,2,10,12,15,22,44,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (50,2,10,12,15,22,44,44, current_timestamp);"
49,4,7,16,19,33,40,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (49,4,7,16,19,33,40,40, current_timestamp);"
48,6,10,18,26,37,38,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (48,6,10,18,26,37,38,38, current_timestamp);"
47,14,17,26,31,36,45,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (47,14,17,26,31,36,45,45, current_timestamp);"
46,8,13,15,23,31,38,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (46,8,13,15,23,31,38,38, current_timestamp);"
45,1,10,20,27,33,35,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (45,1,10,20,27,33,35,35, current_timestamp);"
44,3,11,21,30,38,45,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (44,3,11,21,30,38,45,45, current_timestamp);"
43,6,31,35,38,39,44,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (43,6,31,35,38,39,44,44, current_timestamp);"
42,17,18,19,21,23,32,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (42,17,18,19,21,23,32,32, current_timestamp);"
41,13,20,23,35,38,43,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (41,13,20,23,35,38,43,43, current_timestamp);"
40,7,13,18,19,25,26,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (40,7,13,18,19,25,26,26, current_timestamp);"
39,6,7,13,15,21,43,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (39,6,7,13,15,21,43,43, current_timestamp);"
38,16,17,22,30,37,43,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (38,16,17,22,30,37,43,43, current_timestamp);"
37,7,27,30,33,35,37,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (37,7,27,30,33,35,37,37, current_timestamp);"
36,1,10,23,26,28,40,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (36,1,10,23,26,28,40,40, current_timestamp);"
35,2,3,11,26,37,43,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (35,2,3,11,26,37,43,43, current_timestamp);"
34,9,26,35,37,40,42,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (34,9,26,35,37,40,42,42, current_timestamp);"
33,4,7,32,33,40,41,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (33,4,7,32,33,40,41,41, current_timestamp);"
32,6,14,19,25,34,44,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (32,6,14,19,25,34,44,44, current_timestamp);"
31,7,9,18,23,28,35,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (31,7,9,18,23,28,35,35, current_timestamp);"
30,8,17,20,35,36,44,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (30,8,17,20,35,36,44,44, current_timestamp);"
29,1,5,13,34,39,40,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (29,1,5,13,34,39,40,40, current_timestamp);"
28,9,18,23,25,35,37,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (28,9,18,23,25,35,37,37, current_timestamp);"
27,1,20,26,28,37,43,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (27,1,20,26,28,37,43,43, current_timestamp);"
26,4,5,7,18,20,25,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (26,4,5,7,18,20,25,25, current_timestamp);"
25,2,4,21,26,43,44,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (25,2,4,21,26,43,44,44, current_timestamp);"
24,7,8,27,29,36,43,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (24,7,8,27,29,36,43,43, current_timestamp);"
23,5,13,17,18,33,42,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (23,5,13,17,18,33,42,42, current_timestamp);"
22,4,5,6,8,17,39,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (22,4,5,6,8,17,39,39, current_timestamp);"
21,6,12,17,18,31,32,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (21,6,12,17,18,31,32,32, current_timestamp);"
20,10,14,18,20,23,30,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (20,10,14,18,20,23,30,30, current_timestamp);"
19,6,30,38,39,40,43,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (19,6,30,38,39,40,43,43, current_timestamp);"
18,3,12,13,19,32,35,29,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (18,3,12,13,19,32,35,35, current_timestamp);"
17,3,4,9,17,32,37,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (17,3,4,9,17,32,37,37, current_timestamp);"
16,6,7,24,37,38,40,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (16,6,7,24,37,38,40,40, current_timestamp);"
15,3,4,16,30,31,37,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (15,3,4,16,30,31,37,37, current_timestamp);"
14,2,6,12,31,33,40,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (14,2,6,12,31,33,40,40, current_timestamp);"
13,22,23,25,37,38,42,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (13,22,23,25,37,38,42,42, current_timestamp);"
12,2,11,21,25,39,45,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (12,2,11,21,25,39,45,45, current_timestamp);"
11,1,7,36,37,41,42,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (11,1,7,36,37,41,42,42, current_timestamp);"
10,9,25,30,33,41,44,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (10,9,25,30,33,41,44,44, current_timestamp);"
9,2,4,16,17,36,39,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (9,2,4,16,17,36,39,39, current_timestamp);"
8,8,19,25,34,37,39,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (8,8,19,25,34,37,39,39, current_timestamp);"
7,2,9,16,25,26,40,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (7,2,9,16,25,26,40,40, current_timestamp);"
6,14,15,26,27,40,42,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (6,14,15,26,27,40,42,42, current_timestamp);"
5,16,24,29,40,41,42,3,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (5,16,24,29,40,41,42,42, current_timestamp);"
4,14,27,30,31,40,42,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (4,14,27,30,31,40,42,42, current_timestamp);"
3,11,16,19,21,27,31,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (3,11,16,19,21,27,31,31, current_timestamp);"
2,9,13,21,25,32,42,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (2,9,13,21,25,32,42,42, current_timestamp);"
1,10,23,29,33,37,40,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (1,10,23,29,33,37,40,40, current_timestamp);"
